"SKU","Product_Name","Description","Default_Image","Brand","Category","Condition","EAN","Price","Stock","Handling_Time","Shipping_Template_Id","Shipping_Weight_(Kg)","Warranty (Months)","Free Returns","ASIN","MPN","RRP","Parent_Group","Variant_One_Name","Variant_One_Value","Variant_Two_Name","Variant_Two_Value","Clothing Size","Colour","Summary_Point_One","Summary_Point_Two","Summary_Point_Three","Summary_Point_Four","Summary_Point_Five","Additional_images_One","Additional_images_Two","Additional_images_Three","Additional_images_Four","Additional_images_Five","Additional_images_Six","Additional_images_Seven","Additional_images_Eight","Additional_images_Nine","Additional_images_Ten"
"OB-1005004564939300","1/35 Scale Resin Figure Model Kit Modeling Grenadier Single Gk Micro Miniature Statue Unpainted Unassembled Hobby","<p><strong>1/35 Scale Resin Figure Model Kit Modeling Grenadier Single Gk Micro Miniature Statue Unpainted Unassembled Hobby</strong></p>
<p>A highly detailed resin figure kit in 1/35 scale. Supplied unassembled and unpainted, ready for your creative touch.</p>

<p><strong>What's Included</strong></p>
<ul>
  <li>Resin figure kit</li>
  <li>Cast in high-quality resin for fine detail</li>
</ul>

<p><strong>Specifications</strong></p>
<ul>
  <li><strong>Material:</strong> Resin</li>
  <li><strong>Scale:</strong> 1/35</li>
  <li><strong>Theme:</strong> Fantasy</li>
  <li><strong>Type:</strong> Figure</li>
  <li><strong>Condition:</strong> Brand new, unbuilt kit</li>
</ul>

<p><strong>Assembly &amp; Painting Tips</strong></p>
<ul>
  <li>Wash all parts in warm soapy water before priming to remove mould release</li>
  <li>Use super glue (cyanoacrylate) or two-part epoxy for assembly</li>
  <li>Prime with a grey or white spray primer before painting</li>
  <li>Acrylic or enamel model paints are both suitable</li>
</ul>

<p><strong>Ideal For</strong></p>
<ul>
  <li>Scale model builders and painters</li>
  <li>Diorama creators</li>
  <li>Military history and miniature collectors</li>
  <li>Wargaming and tabletop RPG enthusiasts</li>
  <li>A unique gift for hobby enthusiasts</li>
</ul>

<p><em>Please examine all photos carefully. Images show the kit assembled and painted as a reference only &mdash; you will receive the unassembled, unpainted resin kit.</em></p>","https://iili.io/qSu8Pne.jpg","Unbranded","Toys & Games > Action Figures & Collectibles > Model Kits","New","5061122955949","17.99","5","5","Deliveries","","","No","","","25.19","","","","","","","","High-detail resin figure kit in 1/35 scale","Fantasy themed — perfect for collectors and modellers","Cast in premium resin for crisp, fine detail","Supplied unassembled and unpainted — customise to your vision","Ideal for dioramas, display cabinets, and wargaming tables","https://iili.io/qS5cP0F.jpg","https://iili.io/qS5ceHb.jpg","https://iili.io/qSuSzVn.jpg","","","","","","",""
"OB-1005004564754059","1/35 Scale Resin Figure Model Kit Modern Military Russian Special Forces 2 People Micro Miniature Statue Unpainted Unassembled","<p><strong>1/35 Scale Resin Figure Model Kit Modern Military Russian Special Forces 2 People Micro Miniature Statue Unpainted Unassembled</strong></p>
<p>A highly detailed resin figure kit in 1/35 scale, featuring 2 figure(s). Modern Military themed. Supplied unassembled and unpainted, ready for your creative touch.</p>

<p><strong>What's Included</strong></p>
<ul>
  <li>Resin figure kit (2 figure(s))</li>
  <li>Cast in high-quality resin for fine detail</li>
</ul>

<p><strong>Specifications</strong></p>
<ul>
  <li><strong>Material:</strong> Resin</li>
  <li><strong>Scale:</strong> 1/35</li>
  <li><strong>Theme:</strong> Modern Military</li>
  <li><strong>Type:</strong> Figure</li>
  <li><strong>Condition:</strong> Brand new, unbuilt kit</li>
</ul>

<p><strong>Assembly &amp; Painting Tips</strong></p>
<ul>
  <li>Wash all parts in warm soapy water before priming to remove mould release</li>
  <li>Use super glue (cyanoacrylate) or two-part epoxy for assembly</li>
  <li>Prime with a grey or white spray primer before painting</li>
  <li>Acrylic or enamel model paints are both suitable</li>
</ul>

<p><strong>Ideal For</strong></p>
<ul>
  <li>Scale model builders and painters</li>
  <li>Diorama creators</li>
  <li>Military history and miniature collectors</li>
  <li>Wargaming and tabletop RPG enthusiasts</li>
  <li>A unique gift for hobby enthusiasts</li>
</ul>

<p><em>Please examine all photos carefully. Images show the kit assembled and painted as a reference only &mdash; you will receive the unassembled, unpainted resin kit.</em></p>","https://iili.io/qS5cbxp.jpg","Unbranded","Toys & Games > Action Figures & Collectibles > Model Kits","New","5061122955956","20.99","5","5","Deliveries","","","No","","","29.39","","","","","","","","High-detail resin figure kit in 1/35 scale","Modern Military themed — perfect for collectors and modellers","Cast in premium resin for crisp, fine detail","Supplied unassembled and unpainted — customise to your vision","Ideal for dioramas, display cabinets, and wargaming tables","https://iili.io/qS5cUxV.jpg","https://iili.io/qS5cmWN.jpg","","","","","","","",""
"OB-1005004327050112","1/35 Scale Resin Figure Garage Kit Firefighter Collection Unassembled Unpainted 810","<p><strong>1/35 Scale Resin Figure Garage Kit Firefighter Collection Unassembled Unpainted 810</strong></p>
<p>A highly detailed resin figure kit in 1/35 scale. Supplied unassembled and unpainted, ready for your creative touch.</p>

<p><strong>What's Included</strong></p>
<ul>
  <li>Resin figure kit</li>
  <li>Cast in high-quality resin for fine detail</li>
</ul>

<p><strong>Specifications</strong></p>
<ul>
  <li><strong>Material:</strong> Resin</li>
  <li><strong>Scale:</strong> 1/35</li>
  <li><strong>Theme:</strong> Fantasy</li>
  <li><strong>Type:</strong> Figure</li>
  <li><strong>Condition:</strong> Brand new, unbuilt kit</li>
</ul>

<p><strong>Assembly &amp; Painting Tips</strong></p>
<ul>
  <li>Wash all parts in warm soapy water before priming to remove mould release</li>
  <li>Use super glue (cyanoacrylate) or two-part epoxy for assembly</li>
  <li>Prime with a grey or white spray primer before painting</li>
  <li>Acrylic or enamel model paints are both suitable</li>
</ul>

<p><strong>Ideal For</strong></p>
<ul>
  <li>Scale model builders and painters</li>
  <li>Diorama creators</li>
  <li>Military history and miniature collectors</li>
  <li>Wargaming and tabletop RPG enthusiasts</li>
  <li>A unique gift for hobby enthusiasts</li>
</ul>

<p><em>Please examine all photos carefully. Images show the kit assembled and painted as a reference only &mdash; you will receive the unassembled, unpainted resin kit.</em></p>","https://iili.io/qS5ctbR.jpg","Unbranded","Toys & Games > Action Figures & Collectibles > Model Kits","New","5061122955963","29.99","5","5","Deliveries","","","No","","","41.99","","","","","","","","High-detail resin figure kit in 1/35 scale","Fantasy themed — perfect for collectors and modellers","Cast in premium resin for crisp, fine detail","Supplied unassembled and unpainted — customise to your vision","Ideal for dioramas, display cabinets, and wargaming tables","https://iili.io/qSuS3KJ.jpg","https://iili.io/qS5ctbR.jpg","","","","","","","",""
"OB-1005003681824956","1/35 Resin Figure Model Kits Modeling 2 Tank Soldiers At Rest Unassembled And Unpainted","<p><strong>1/35 Resin Figure Model Kits Modeling 2 Tank Soldiers At Rest Unassembled And Unpainted</strong></p>
<p>A highly detailed resin vehicle kit kit in 1/35 scale. Military themed. Supplied unassembled and unpainted, ready for your creative touch.</p>

<p><strong>What's Included</strong></p>
<ul>
  <li>Resin vehicle kit kit</li>
  <li>Cast in high-quality resin for fine detail</li>
</ul>

<p><strong>Specifications</strong></p>
<ul>
  <li><strong>Material:</strong> Resin</li>
  <li><strong>Scale:</strong> 1/35</li>
  <li><strong>Theme:</strong> Military</li>
  <li><strong>Type:</strong> Vehicle Kit</li>
  <li><strong>Condition:</strong> Brand new, unbuilt kit</li>
</ul>

<p><strong>Assembly &amp; Painting Tips</strong></p>
<ul>
  <li>Wash all parts in warm soapy water before priming to remove mould release</li>
  <li>Use super glue (cyanoacrylate) or two-part epoxy for assembly</li>
  <li>Prime with a grey or white spray primer before painting</li>
  <li>Acrylic or enamel model paints are both suitable</li>
</ul>

<p><strong>Ideal For</strong></p>
<ul>
  <li>Scale model builders and painters</li>
  <li>Diorama creators</li>
  <li>Military history and miniature collectors</li>
  <li>Wargaming and tabletop RPG enthusiasts</li>
  <li>A unique gift for hobby enthusiasts</li>
</ul>

<p><em>Please examine all photos carefully. Images show the kit assembled and painted as a reference only &mdash; you will receive the unassembled, unpainted resin kit.</em></p>","https://iili.io/qS5lFef.jpg","Unbranded","Toys & Games > Action Figures & Collectibles > Model Kits","New","5061122955970","19.99","5","5","Deliveries","","","No","","","27.99","","","","","","","","High-detail resin vehicle kit kit in 1/35 scale","Military themed — perfect for collectors and modellers","Cast in premium resin for crisp, fine detail","Supplied unassembled and unpainted — customise to your vision","Ideal for dioramas, display cabinets, and wargaming tables","https://iili.io/qS5lBX2.jpg","https://iili.io/qSTSapI.jpg","","","","","","","",""
"OB-1005003396122961","1/35 Resin Figure Model Kits History Military British Infantry(No Tank) Unassembled And Unpainted","<p><strong>1/35 Resin Figure Model Kits History Military British Infantry(No Tank) Unassembled And Unpainted</strong></p>
<p>A highly detailed resin vehicle kit kit in 1/35 scale. Military themed. Supplied unassembled and unpainted, ready for your creative touch.</p>

<p><strong>What's Included</strong></p>
<ul>
  <li>Resin vehicle kit kit</li>
  <li>Cast in high-quality resin for fine detail</li>
</ul>

<p><strong>Specifications</strong></p>
<ul>
  <li><strong>Material:</strong> Resin</li>
  <li><strong>Scale:</strong> 1/35</li>
  <li><strong>Theme:</strong> Military</li>
  <li><strong>Type:</strong> Vehicle Kit</li>
  <li><strong>Condition:</strong> Brand new, unbuilt kit</li>
</ul>

<p><strong>Assembly &amp; Painting Tips</strong></p>
<ul>
  <li>Wash all parts in warm soapy water before priming to remove mould release</li>
  <li>Use super glue (cyanoacrylate) or two-part epoxy for assembly</li>
  <li>Prime with a grey or white spray primer before painting</li>
  <li>Acrylic or enamel model paints are both suitable</li>
</ul>

<p><strong>Ideal For</strong></p>
<ul>
  <li>Scale model builders and painters</li>
  <li>Diorama creators</li>
  <li>Military history and miniature collectors</li>
  <li>Wargaming and tabletop RPG enthusiasts</li>
  <li>A unique gift for hobby enthusiasts</li>
</ul>

<p><em>Please examine all photos carefully. Images show the kit assembled and painted as a reference only &mdash; you will receive the unassembled, unpainted resin kit.</em></p>","https://iili.io/qS5lCsS.jpg","Unbranded","Toys & Games > Action Figures & Collectibles > Model Kits","New","5061122955987","20.99","5","5","Deliveries","","","No","","","29.39","","","","","","","","High-detail resin vehicle kit kit in 1/35 scale","Military themed — perfect for collectors and modellers","Cast in premium resin for crisp, fine detail","Supplied unassembled and unpainted — customise to your vision","Ideal for dioramas, display cabinets, and wargaming tables","https://iili.io/qSTUWoF.jpg","","","","","","","","",""
"OB-1005003395742406","1/35 Scale Resin Figure Model Building Kits Hobpy Miniature Diorama Toy American Tank Crew 3 Persons Unassembled And Unpainted","<p><strong>1/35 Scale Resin Figure Model Building Kits Hobpy Miniature Diorama Toy American Tank Crew 3 Persons Unassembled And Unpainted</strong></p>
<p>A highly detailed resin diorama set kit in 1/35 scale, featuring 3 figure(s). Supplied unassembled and unpainted, ready for your creative touch.</p>

<p><strong>What's Included</strong></p>
<ul>
  <li>Resin diorama set kit (3 figure(s))</li>
  <li>Cast in high-quality resin for fine detail</li>
</ul>

<p><strong>Specifications</strong></p>
<ul>
  <li><strong>Material:</strong> Resin</li>
  <li><strong>Scale:</strong> 1/35</li>
  <li><strong>Theme:</strong> Fantasy</li>
  <li><strong>Type:</strong> Diorama Set</li>
  <li><strong>Condition:</strong> Brand new, unbuilt kit</li>
</ul>

<p><strong>Assembly &amp; Painting Tips</strong></p>
<ul>
  <li>Wash all parts in warm soapy water before priming to remove mould release</li>
  <li>Use super glue (cyanoacrylate) or two-part epoxy for assembly</li>
  <li>Prime with a grey or white spray primer before painting</li>
  <li>Acrylic or enamel model paints are both suitable</li>
</ul>

<p><strong>Ideal For</strong></p>
<ul>
  <li>Scale model builders and painters</li>
  <li>Diorama creators</li>
  <li>Military history and miniature collectors</li>
  <li>Wargaming and tabletop RPG enthusiasts</li>
  <li>A unique gift for hobby enthusiasts</li>
</ul>

<p><em>Please examine all photos carefully. Images show the kit assembled and painted as a reference only &mdash; you will receive the unassembled, unpainted resin kit.</em></p>","https://iili.io/qS5lTdu.jpg","Unbranded","Toys & Games > Action Figures & Collectibles > Model Kits","New","5061122955994","24.99","5","5","Deliveries","","","No","","","34.99","","","","","","","","High-detail resin diorama set kit in 1/35 scale","Fantasy themed — perfect for collectors and modellers","Cast in premium resin for crisp, fine detail","Supplied unassembled and unpainted — customise to your vision","Ideal for dioramas, display cabinets, and wargaming tables","https://iili.io/qS5lzge.jpg","","","","","","","","",""
"OB-1005003387764114","1/35 Resin Figure Model Kits Modeling North African Tank Soldiers 3 Figure Unassembled And Unpainted","<p><strong>1/35 Resin Figure Model Kits Modeling North African Tank Soldiers 3 Figure Unassembled And Unpainted</strong></p>
<p>A highly detailed resin vehicle kit kit in 1/35 scale, featuring 3 figure(s). Military themed. Supplied unassembled and unpainted, ready for your creative touch.</p>

<p><strong>What's Included</strong></p>
<ul>
  <li>Resin vehicle kit kit (3 figure(s))</li>
  <li>Cast in high-quality resin for fine detail</li>
</ul>

<p><strong>Specifications</strong></p>
<ul>
  <li><strong>Material:</strong> Resin</li>
  <li><strong>Scale:</strong> 1/35</li>
  <li><strong>Theme:</strong> Military</li>
  <li><strong>Type:</strong> Vehicle Kit</li>
  <li><strong>Condition:</strong> Brand new, unbuilt kit</li>
</ul>

<p><strong>Assembly &amp; Painting Tips</strong></p>
<ul>
  <li>Wash all parts in warm soapy water before priming to remove mould release</li>
  <li>Use super glue (cyanoacrylate) or two-part epoxy for assembly</li>
  <li>Prime with a grey or white spray primer before painting</li>
  <li>Acrylic or enamel model paints are both suitable</li>
</ul>

<p><strong>Ideal For</strong></p>
<ul>
  <li>Scale model builders and painters</li>
  <li>Diorama creators</li>
  <li>Military history and miniature collectors</li>
  <li>Wargaming and tabletop RPG enthusiasts</li>
  <li>A unique gift for hobby enthusiasts</li>
</ul>

<p><em>Please examine all photos carefully. Images show the kit assembled and painted as a reference only &mdash; you will receive the unassembled, unpainted resin kit.</em></p>","https://iili.io/qS5lu5b.jpg","Unbranded","Toys & Games > Action Figures & Collectibles > Model Kits","New","5061122956007","20.99","5","5","Deliveries","","","No","","","29.39","","","","","","","","High-detail resin vehicle kit kit in 1/35 scale","Military themed — perfect for collectors and modellers","Cast in premium resin for crisp, fine detail","Supplied unassembled and unpainted — customise to your vision","Ideal for dioramas, display cabinets, and wargaming tables","https://iili.io/qSTeaWJ.jpg","","","","","","","","",""
"OB-1005003387726380","1/35 Resin Figure Model Assembled Kits Vietnam War U. S. Tank Corps 3 Figure Hobby Collection Miniature Unassembled &Unpainted","<p><strong>1/35 Resin Figure Model Assembled Kits Vietnam War U. S. Tank Corps 3 Figure Hobby Collection Miniature Unassembled &Unpainted</strong></p>
<p>A highly detailed resin vehicle kit kit in 1/35 scale, featuring 3 figure(s). Modern Military themed. Supplied unassembled and unpainted, ready for your creative touch.</p>

<p><strong>What's Included</strong></p>
<ul>
  <li>Resin vehicle kit kit (3 figure(s))</li>
  <li>Cast in high-quality resin for fine detail</li>
</ul>

<p><strong>Specifications</strong></p>
<ul>
  <li><strong>Material:</strong> Resin</li>
  <li><strong>Scale:</strong> 1/35</li>
  <li><strong>Theme:</strong> Modern Military</li>
  <li><strong>Type:</strong> Vehicle Kit</li>
  <li><strong>Condition:</strong> Brand new, unbuilt kit</li>
</ul>

<p><strong>Assembly &amp; Painting Tips</strong></p>
<ul>
  <li>Wash all parts in warm soapy water before priming to remove mould release</li>
  <li>Use super glue (cyanoacrylate) or two-part epoxy for assembly</li>
  <li>Prime with a grey or white spray primer before painting</li>
  <li>Acrylic or enamel model paints are both suitable</li>
</ul>

<p><strong>Ideal For</strong></p>
<ul>
  <li>Scale model builders and painters</li>
  <li>Diorama creators</li>
  <li>Military history and miniature collectors</li>
  <li>Wargaming and tabletop RPG enthusiasts</li>
  <li>A unique gift for hobby enthusiasts</li>
</ul>

<p><em>Please examine all photos carefully. Images show the kit assembled and painted as a reference only &mdash; you will receive the unassembled, unpainted resin kit.</em></p>","https://iili.io/qSuSMKb.jpg","Unbranded","Toys & Games > Action Figures & Collectibles > Model Kits","New","5061122956014","21.99","5","5","Deliveries","","","No","","","30.79","","","","","","","","High-detail resin vehicle kit kit in 1/35 scale","Modern Military themed — perfect for collectors and modellers","Cast in premium resin for crisp, fine detail","Supplied unassembled and unpainted — customise to your vision","Ideal for dioramas, display cabinets, and wargaming tables","","","","","","","","","",""
"OB-1005003387647563","1/35 Resin Figure Model Kits Us Grenadiers Vietnam War 1 Figure Unassembled And Unpainted","<p><strong>1/35 Resin Figure Model Kits Us Grenadiers Vietnam War 1 Figure Unassembled And Unpainted</strong></p>
<p>A highly detailed resin figure kit in 1/35 scale, featuring 1 figure(s). Modern Military themed. Supplied unassembled and unpainted, ready for your creative touch.</p>

<p><strong>What's Included</strong></p>
<ul>
  <li>Resin figure kit (1 figure(s))</li>
  <li>Cast in high-quality resin for fine detail</li>
</ul>

<p><strong>Specifications</strong></p>
<ul>
  <li><strong>Material:</strong> Resin</li>
  <li><strong>Scale:</strong> 1/35</li>
  <li><strong>Theme:</strong> Modern Military</li>
  <li><strong>Type:</strong> Figure</li>
  <li><strong>Condition:</strong> Brand new, unbuilt kit</li>
</ul>

<p><strong>Assembly &amp; Painting Tips</strong></p>
<ul>
  <li>Wash all parts in warm soapy water before priming to remove mould release</li>
  <li>Use super glue (cyanoacrylate) or two-part epoxy for assembly</li>
  <li>Prime with a grey or white spray primer before painting</li>
  <li>Acrylic or enamel model paints are both suitable</li>
</ul>

<p><strong>Ideal For</strong></p>
<ul>
  <li>Scale model builders and painters</li>
  <li>Diorama creators</li>
  <li>Military history and miniature collectors</li>
  <li>Wargaming and tabletop RPG enthusiasts</li>
  <li>A unique gift for hobby enthusiasts</li>
</ul>

<p><em>Please examine all photos carefully. Images show the kit assembled and painted as a reference only &mdash; you will receive the unassembled, unpainted resin kit.</em></p>","https://iili.io/qS5lYXV.jpg","Unbranded","Toys & Games > Action Figures & Collectibles > Model Kits","New","5061122956021","15.99","5","5","Deliveries","","","No","","","22.39","","","","","","","","High-detail resin figure kit in 1/35 scale","Modern Military themed — perfect for collectors and modellers","Cast in premium resin for crisp, fine detail","Supplied unassembled and unpainted — customise to your vision","Ideal for dioramas, display cabinets, and wargaming tables","https://iili.io/qS5l011.jpg","https://iili.io/qSTSapI.jpg","","","","","","","",""
"OB-1005003016601004","1/35 Scale Resin Tank Accessories Scene Tank Elefant Sd.Kfz 184 Accessories Set (For Italeri) Unassembled Unpainted Miniature","<p><strong>1/35 Scale Resin Tank Accessories Scene Tank Elefant Sd.Kfz 184 Accessories Set (For Italeri) Unassembled Unpainted Miniature</strong></p>
<p>A highly detailed resin accessories kit in 1/35 scale. Supplied unassembled and unpainted, ready for your creative touch.</p>

<p><strong>What's Included</strong></p>
<ul>
  <li>Resin accessories kit</li>
  <li>Cast in high-quality resin for fine detail</li>
</ul>

<p><strong>Specifications</strong></p>
<ul>
  <li><strong>Material:</strong> Resin</li>
  <li><strong>Scale:</strong> 1/35</li>
  <li><strong>Theme:</strong> Fantasy</li>
  <li><strong>Type:</strong> Accessories</li>
  <li><strong>Condition:</strong> Brand new, unbuilt kit</li>
</ul>

<p><strong>Assembly &amp; Painting Tips</strong></p>
<ul>
  <li>Wash all parts in warm soapy water before priming to remove mould release</li>
  <li>Use super glue (cyanoacrylate) or two-part epoxy for assembly</li>
  <li>Prime with a grey or white spray primer before painting</li>
  <li>Acrylic or enamel model paints are both suitable</li>
</ul>

<p><strong>Ideal For</strong></p>
<ul>
  <li>Scale model builders and painters</li>
  <li>Diorama creators</li>
  <li>Military history and miniature collectors</li>
  <li>Wargaming and tabletop RPG enthusiasts</li>
  <li>A unique gift for hobby enthusiasts</li>
</ul>

<p><em>Please examine all photos carefully. Images show the kit assembled and painted as a reference only &mdash; you will receive the unassembled, unpainted resin kit.</em></p>","https://iili.io/qS5lGdg.jpg","Unbranded","Toys & Games > Action Figures & Collectibles > Model Kits","New","5061122956038","36.99","5","5","Deliveries","","","No","","","51.79","","","","","","","","High-detail resin accessories kit in 1/35 scale","Fantasy themed — perfect for collectors and modellers","Cast in premium resin for crisp, fine detail","Supplied unassembled and unpainted — customise to your vision","Ideal for dioramas, display cabinets, and wargaming tables","https://iili.io/qS5lVkJ.jpg","https://iili.io/qS5lOBI.jpg","https://iili.io/qS5ljXp.jpg","","","","","","",""
"OB-1005002419127750","1/35 Resin Figure Model Kits One Figures Unassambled Unpainted 262","<p><strong>1/35 Resin Figure Model Kits One Figures Unassambled Unpainted 262</strong></p>
<p>A highly detailed resin figure kit in 1/35 scale. Supplied unassembled and unpainted, ready for your creative touch.</p>

<p><strong>What's Included</strong></p>
<ul>
  <li>Resin figure kit</li>
  <li>Cast in high-quality resin for fine detail</li>
</ul>

<p><strong>Specifications</strong></p>
<ul>
  <li><strong>Material:</strong> Resin</li>
  <li><strong>Scale:</strong> 1/35</li>
  <li><strong>Theme:</strong> Fantasy</li>
  <li><strong>Type:</strong> Figure</li>
  <li><strong>Condition:</strong> Brand new, unbuilt kit</li>
</ul>

<p><strong>Assembly &amp; Painting Tips</strong></p>
<ul>
  <li>Wash all parts in warm soapy water before priming to remove mould release</li>
  <li>Use super glue (cyanoacrylate) or two-part epoxy for assembly</li>
  <li>Prime with a grey or white spray primer before painting</li>
  <li>Acrylic or enamel model paints are both suitable</li>
</ul>

<p><strong>Ideal For</strong></p>
<ul>
  <li>Scale model builders and painters</li>
  <li>Diorama creators</li>
  <li>Military history and miniature collectors</li>
  <li>Wargaming and tabletop RPG enthusiasts</li>
  <li>A unique gift for hobby enthusiasts</li>
</ul>

<p><em>Please examine all photos carefully. Images show the kit assembled and painted as a reference only &mdash; you will receive the unassembled, unpainted resin kit.</em></p>","https://iili.io/qS5lM7a.jpg","Unbranded","Toys & Games > Action Figures & Collectibles > Model Kits","New","5061122956045","15.99","5","5","Deliveries","","","No","","","22.39","","","","","","","","High-detail resin figure kit in 1/35 scale","Fantasy themed — perfect for collectors and modellers","Cast in premium resin for crisp, fine detail","Supplied unassembled and unpainted — customise to your vision","Ideal for dioramas, display cabinets, and wargaming tables","https://iili.io/qSTUWoF.jpg","","","","","","","","",""
"OB-1005002337106532","1/35 Resin Figures Model Kits Unassambled Unpainted 289","<p><strong>1/35 Resin Figures Model Kits Unassambled Unpainted 289</strong></p>
<p>A highly detailed resin figure kit in 1/35 scale. Supplied unassembled and unpainted, ready for your creative touch.</p>

<p><strong>What's Included</strong></p>
<ul>
  <li>Resin figure kit</li>
  <li>Cast in high-quality resin for fine detail</li>
</ul>

<p><strong>Specifications</strong></p>
<ul>
  <li><strong>Material:</strong> Resin</li>
  <li><strong>Scale:</strong> 1/35</li>
  <li><strong>Theme:</strong> Fantasy</li>
  <li><strong>Type:</strong> Figure</li>
  <li><strong>Condition:</strong> Brand new, unbuilt kit</li>
</ul>

<p><strong>Assembly &amp; Painting Tips</strong></p>
<ul>
  <li>Wash all parts in warm soapy water before priming to remove mould release</li>
  <li>Use super glue (cyanoacrylate) or two-part epoxy for assembly</li>
  <li>Prime with a grey or white spray primer before painting</li>
  <li>Acrylic or enamel model paints are both suitable</li>
</ul>

<p><strong>Ideal For</strong></p>
<ul>
  <li>Scale model builders and painters</li>
  <li>Diorama creators</li>
  <li>Military history and miniature collectors</li>
  <li>Wargaming and tabletop RPG enthusiasts</li>
  <li>A unique gift for hobby enthusiasts</li>
</ul>

<p><em>Please examine all photos carefully. Images show the kit assembled and painted as a reference only &mdash; you will receive the unassembled, unpainted resin kit.</em></p>","https://iili.io/qS5le1t.jpg","Unbranded","Toys & Games > Action Figures & Collectibles > Model Kits","New","5061122956052","26.99","5","5","Deliveries","","","No","","","37.79","","","","","","","","High-detail resin figure kit in 1/35 scale","Fantasy themed — perfect for collectors and modellers","Cast in premium resin for crisp, fine detail","Supplied unassembled and unpainted — customise to your vision","Ideal for dioramas, display cabinets, and wargaming tables","https://iili.io/qS5lUkG.jpg","https://iili.io/qS5l6hl.jpg","https://iili.io/qS5lPQ2.jpg","https://iili.io/qSTv19I.jpg","","","","","",""
"OB-1005001468242731","1/35 Resin Figures Model Kits Unassambled Unpainted Gk Kits 377","<p><strong>1/35 Resin Figures Model Kits Unassambled Unpainted Gk Kits 377</strong></p>
<p>A highly detailed resin figure kit in 1/35 scale. Supplied unassembled and unpainted, ready for your creative touch.</p>

<p><strong>What's Included</strong></p>
<ul>
  <li>Resin figure kit</li>
  <li>Cast in high-quality resin for fine detail</li>
</ul>

<p><strong>Specifications</strong></p>
<ul>
  <li><strong>Material:</strong> Resin</li>
  <li><strong>Scale:</strong> 1/35</li>
  <li><strong>Theme:</strong> Fantasy</li>
  <li><strong>Type:</strong> Figure</li>
  <li><strong>Condition:</strong> Brand new, unbuilt kit</li>
</ul>

<p><strong>Assembly &amp; Painting Tips</strong></p>
<ul>
  <li>Wash all parts in warm soapy water before priming to remove mould release</li>
  <li>Use super glue (cyanoacrylate) or two-part epoxy for assembly</li>
  <li>Prime with a grey or white spray primer before painting</li>
  <li>Acrylic or enamel model paints are both suitable</li>
</ul>

<p><strong>Ideal For</strong></p>
<ul>
  <li>Scale model builders and painters</li>
  <li>Diorama creators</li>
  <li>Military history and miniature collectors</li>
  <li>Wargaming and tabletop RPG enthusiasts</li>
  <li>A unique gift for hobby enthusiasts</li>
</ul>

<p><em>Please examine all photos carefully. Images show the kit assembled and painted as a reference only &mdash; you will receive the unassembled, unpainted resin kit.</em></p>","https://iili.io/qS5lyTx.jpg","Unbranded","Toys & Games > Action Figures & Collectibles > Model Kits","New","5061122956069","16.99","5","5","Deliveries","","","No","","","23.79","","","","","","","","High-detail resin figure kit in 1/35 scale","Fantasy themed — perfect for collectors and modellers","Cast in premium resin for crisp, fine detail","Supplied unassembled and unpainted — customise to your vision","Ideal for dioramas, display cabinets, and wargaming tables","https://iili.io/qSTSapI.jpg","","","","","","","","",""
"OB-32949496393","1/35 Resin Figures Model Kit-C202 Historical Military Red Army Rifleman Unassembled Unpainted","<p><strong>1/35 Resin Figures Model Kit-C202 Historical Military Red Army Rifleman Unassembled Unpainted</strong></p>
<p>A highly detailed resin figure kit in 1/35 scale. Military themed. Supplied unassembled and unpainted, ready for your creative touch.</p>

<p><strong>What's Included</strong></p>
<ul>
  <li>Resin figure kit</li>
  <li>Cast in high-quality resin for fine detail</li>
</ul>

<p><strong>Specifications</strong></p>
<ul>
  <li><strong>Material:</strong> Resin</li>
  <li><strong>Scale:</strong> 1/35</li>
  <li><strong>Theme:</strong> Military</li>
  <li><strong>Type:</strong> Figure</li>
  <li><strong>Condition:</strong> Brand new, unbuilt kit</li>
</ul>

<p><strong>Assembly &amp; Painting Tips</strong></p>
<ul>
  <li>Wash all parts in warm soapy water before priming to remove mould release</li>
  <li>Use super glue (cyanoacrylate) or two-part epoxy for assembly</li>
  <li>Prime with a grey or white spray primer before painting</li>
  <li>Acrylic or enamel model paints are both suitable</li>
</ul>

<p><strong>Ideal For</strong></p>
<ul>
  <li>Scale model builders and painters</li>
  <li>Diorama creators</li>
  <li>Military history and miniature collectors</li>
  <li>Wargaming and tabletop RPG enthusiasts</li>
  <li>A unique gift for hobby enthusiasts</li>
</ul>

<p><em>Please examine all photos carefully. Images show the kit assembled and painted as a reference only &mdash; you will receive the unassembled, unpainted resin kit.</em></p>","https://iili.io/qSuU3X9.jpg","Unbranded","Toys & Games > Action Figures & Collectibles > Model Kits","New","5061122956076","15.99","5","5","Deliveries","","","No","","","22.39","","","","","","","","High-detail resin figure kit in 1/35 scale","Military themed — perfect for collectors and modellers","Cast in premium resin for crisp, fine detail","Supplied unassembled and unpainted — customise to your vision","Ideal for dioramas, display cabinets, and wargaming tables","https://iili.io/qSTg6zP.jpg","","","","","","","","",""
